"rom","Name","clone of","pinemHi","tomslogic","superhac","nvrams"
pincha7f,"Pinball Champ (7-digits, French Speech)",pinchamp,,,,KO!!
pincha7g,"Pinball Champ (7-digits, German Speech)",pinchamp,,,,KO!!
pincha7i,"Pinball Champ (7-digits, Italian Speech)",pinchamp,,,,KO!!
pincham7,"Pinball Champ (7-digits)",pinchamp,,,,KO!!
pinchamf,"Pinball Champ (French Speech)",pinchamp,,,,KO!!
pinchamg,"Pinball Champ (German Speech)",pinchamp,,,,KO!!
pinchami,"Pinball Champ (Italian Speech)",pinchamp,,,,KO!!
pinchamp,"Pinball Champ",,,x,,OK
pincifp,"Pinball Champ (Italian Speech, Free Play)",pinchamp,,,,KO!!
pinclofp,"Clown (Inder, Free Play)",pinclown,,,,KO!!
pinclown,"Clown (Inder)",,,,,KO!!
pinpool,"Pinball Pool",,x,,,OK
pkrno_l1,"Pokerino (L-1)",,x,x,,OK
play203,"Playboy (Stern, 2.03)",playboys,x,,x,KO!!
play203f,"Playboy (Stern, 2.03 French)",playboys,x,,,KO!!
play203g,"Playboy (Stern, 2.03 German)",playboys,x,,,KO!!
play203i,"Playboy (Stern, 2.03 Italian)",playboys,x,,,KO!!
play203l,"Playboy (Stern, 2.03 Spanish)",playboys,x,,,KO!!
play300,"Playboy (Stern, 3.00)",playboys,x,,,KO!!
play302,"Playboy (Stern, 3.02)",playboys,x,,,KO!!
play302f,"Playboy (Stern, 3.02 French)",playboys,x,,,KO!!
play302g,"Playboy (Stern, 3.02 German)",playboys,x,,,KO!!
play302i,"Playboy (Stern, 3.02 Italian)",playboys,x,,,KO!!
play302l,"Playboy (Stern, 3.02 Spanish)",playboys,x,,,KO!!
play303,"Playboy (Stern, 3.03)",playboys,x,,,KO!!
play303f,"Playboy (Stern, 3.03 French)",playboys,x,,,KO!!
play303g,"Playboy (Stern, 3.03 German)",playboys,x,,,KO!!
play303i,"Playboy (Stern, 3.03 Italian)",playboys,x,,,KO!!
play303l,"Playboy (Stern, 3.03 Spanish)",playboys,x,,,KO!!
play401,"Playboy (Stern, 4.01)",playboys,x,,,KO!!
play401f,"Playboy (Stern, 4.01 French)",playboys,x,,,KO!!
play401g,"Playboy (Stern, 4.01 German)",playboys,x,,,KO!!
play401i,"Playboy (Stern, 4.01 Italian)",playboys,x,,,KO!!
play401l,"Playboy (Stern, 4.01 Spanish)",playboys,x,,,KO!!
play_a24,"Playboy 35th Anniversary (2.4)",,x,x,x,KO!!
playboy,"Playboy",,x,x,,OK
playboyb,"Playboy (7-digit conversion rev. 20)",playboy,x,x,,OK
playboyc,"Playboy (Free Play rev. 3)",playboy,x,x,,KO!!
playboyd,"Playboy (/10 Scoring Free Play)",playboy,x,x,,KO!!
playboyf,"Playboy (Stern, 5.00 French)",playboys,x,,,OK
playboyg,"Playboy (Stern, 5.00 German)",playboys,x,,,KO!!
playboyi,"Playboy (Stern, 5.00 Italian)",playboys,x,,,KO!!
playboyl,"Playboy (Stern, 5.00 Spanish)",playboys,x,,,KO!!
playboys,"Playboy (Stern, 5.00)",,x,,x,OK
pmv112,"Pinball Magic (1.0.12)",,x,,x,OK
pmv112r,"Pinball Magic (Redemption 1.0.12)",pmv112,x,,,KO!!
pnkpnthr,"Pink Panther",,x,,,OK
pnkpntr7,"Pink Panther (7-digit conversion)",pnkpnthr,x,,,KO!!
pnkpntrs,"Pink Panther (sound correction fix)",pnkpnthr,,,,KO!!
polar,"Polar Explorer",,,,,KO!!
poleposn,"Pole Position (Sonic)",,,,,OK
polic_g4,"Police Force (LG-4 German)",polic_l4,,,,KO!!
polic_l2,"Police Force (LA-2)",polic_l4,x,,,KO!!
polic_l3,"Police Force (LA-3)",polic_l4,x,,,KO!!
polic_l4,"Police Force (LA-4)",,x,x,x,OK
pomp_l1,"Pompeii (Shuffle) (L-1)",,,,,KO!!
pool_l5,"Pool Sharks (LA-5)",pool_l7,,,,KO!!
pool_l6,"Pool Sharks (LA-6)",pool_l7,x,,,KO!!
pool_l7,"Pool Sharks (LA-7)",,x,x,x,OK
pool_l7c,"Pool Sharks (LA-7C Competition MOD)",pool_l7,,,,KO!!
pool_le2,"Pool Sharks (LE-2 Europe)",pool_l7,x,,,KO!!
pool_p7,"Pool Sharks (PA-7 Prototype)",pool_l7,x,,,KO!!
poolcfp,"Pool Champion (Free Play)",poolcham,,,,KO!!
poolchai,"Pool Champion (Italian Speech)",poolcham,,,,KO!!
poolchaifp,"Pool Champion (Italian Speech, Free Play)",poolcham,,,,KO!!
poolcham,"Pool Champion",,,,,KO!!
pop_dx5,"Popeye Saves The Earth (DX-5 LED Ghost Fix)",pop_lx5,,x,,KO!!
pop_la4,"Popeye Saves The Earth (LA-4)",pop_lx5,,,,KO!!
pop_lx4,"Popeye Saves The Earth (LX-4)",pop_lx5,,,,KO!!
pop_lx5,"Popeye Saves The Earth (LX-5)",,x,x,x,OK
pop_pa3,"Popeye Saves The Earth (PA-3 Prototype)",pop_lx5,x,,,KO!!
pop_pa4,"Popeye Saves The Earth (PA-4 LED Ghost Fix)",pop_lx5,,,,KO!!
potc_108as,"Pirates of the Caribbean (V1.08 English, Spanish)",potc_600af,,,,KO!!
potc_109ai,"Pirates of the Caribbean (V1.09 English, Italian)",potc_600af,,,,KO!!
potc_109as,"Pirates of the Caribbean (V1.09 English, Spanish)",potc_600af,,,,KO!!
potc_109gf,"Pirates of the Caribbean (V1.09 German, French)",potc_600af,,,,KO!!
potc_110af,"Pirates of the Caribbean (V1.10 English, French)",potc_600af,,,,KO!!
potc_110ai,"Pirates of the Caribbean (V1.10 English, Italian)",potc_600af,,,,KO!!
potc_110gf,"Pirates of the Caribbean (V1.10 German, French)",potc_600af,,,,KO!!
potc_111as,"Pirates of the Caribbean (V1.11 English, Spanish)",potc_600af,,,,KO!!
potc_113af,"Pirates of the Caribbean (V1.13 English, French)",potc_600af,,,,KO!!
potc_113ai,"Pirates of the Caribbean (V1.13 English, Italian)",potc_600af,,,,KO!!
potc_113as,"Pirates of the Caribbean (V1.13 English, Spanish)",potc_600af,,,,KO!!
potc_113gf,"Pirates of the Caribbean (V1.13 German, French)",potc_600af,,,,KO!!
potc_115af,"Pirates of the Caribbean (V1.15 English, French)",potc_600af,,,,KO!!
potc_115ai,"Pirates of the Caribbean (V1.15 English, Italian)",potc_600af,,,,KO!!
potc_115as,"Pirates of the Caribbean (V1.15 English, Spanish)",potc_600af,,,,KO!!
potc_115gf,"Pirates of the Caribbean (V1.15 German, French)",potc_600af,,,,KO!!
potc_300af,"Pirates of the Caribbean (V3.00 English, French)",potc_600af,,,,KO!!
potc_300ai,"Pirates of the Caribbean (V3.00 English, Italian)",potc_600af,,,,KO!!
potc_300al,"Pirates of the Caribbean (V3.00 English, Spanish)",potc_600af,,,,KO!!
potc_300gf,"Pirates of the Caribbean (V3.00 German, French)",potc_600af,,,,KO!!
potc_400af,"Pirates of the Caribbean (V4.00 English, French)",potc_600af,,,,KO!!
potc_400ai,"Pirates of the Caribbean (V4.00 English, Italian)",potc_600af,,,,KO!!
potc_400al,"Pirates of the Caribbean (V4.00 English, Spanish)",potc_600af,,,,KO!!
potc_400gf,"Pirates of the Caribbean (V4.00 German, French)",potc_600af,,,,KO!!
potc_600af,"Pirates of the Caribbean (V6.0 English, French)",,x,,,KO!!
potc_600ai,"Pirates of the Caribbean (V6.0 English, Italian)",potc_600af,x,,,KO!!
potc_600as,"Pirates of the Caribbean (V6.0 English, Spanish)",potc_600af,x,,x,OK
potc_600gf,"Pirates of the Caribbean (V6.0 German, French)",potc_600af,,,,KO!!
poto_a29,"Phantom of the Opera, The (2.9)",poto_a32,,x,,KO!!
poto_a31,"Phantom of the Opera, The (3.1)",poto_a32,,x,,KO!!
poto_a32,"Phantom of the Opera, The (3.2)",,x,x,x,OK
pp100,"Pool Player (1.0)",bsv103,,,,KO!!
princefp,"Cosmic Princess (Free Play)",princess,x,x,,KO!!
princesb,"Cosmic Princess (MOD rev. 19)",princess,,,,KO!!
princess,"Cosmic Princess",,x,x,,OK
prtyanig,"Party Animal (German)",prtyanim,,,,KO!!
prtyanim,"Party Animal",,x,,,OK
pstlpkr,"Pistol Poker (R02)",,x,,x,OK
pstlpkr1,"Pistol Poker (R01)",pstlpkr,,,,KO!!
punchy,"Punchy The Clown (R02)",,x,,x,OK
punchy3,"Punchy The Clown (R03)",punchy,,,,KO!!
punk,"Punk!",,x,,,KO!!
punkywil,"Punky Willy",,,,,KO!!
pwerplab,"Power Play (Free Play)",pwerplay,,x,,KO!!
pwerplac,"Power Play (Free Play+)",pwerplay,,x,,KO!!
pwerplay,"Power Play",,x,x,,OK
pz_d1,"Party Zone, The (D-1 LED Ghost Fix)",pz_f4,,,,KO!!
pz_d2,"Party Zone, The (D-2 LED Ghost Fix)",pz_f4,,,,KO!!
pz_d3,"Party Zone, The (D-3 LED Ghost Fix)",pz_f4,,x,,KO!!
pz_f4,"Party Zone, The (F-4 Fliptronic)",,x,x,x,OK
pz_f4pfx,"Party Zone, The (F-4 Pinball FX)",pz_f4,,,,KO!!
pz_f5,"Party Zone, The (F-5 LED Ghost Fix)",pz_f4,,x,,KO!!
pz_l1,"Party Zone, The (L-1)",pz_f4,x,,,KO!!
pz_l2,"Party Zone, The (L-2)",pz_f4,x,,,KO!!
pz_l3,"Party Zone, The (L-3)",pz_f4,x,x,,OK
qbquest,"Q*Bert's Quest",,x,,,OK
quicksfp,"Quicksilver (Free Play)",quicksil,x,,,KO!!
quicksib,"Quicksilver (Free Play & modified rules rev. 07D)",quicksil,,,,KO!!
quicksic,"Quicksilver (Free Play & modified rules rev. 8.1)",quicksil,,,,KO!!
quicksil,"Quicksilver",,x,x,,OK
rab_103,"Adventures of Rocky and Bullwinkle and Friends, The (1.03 Spanish)",rab_320,x,,x,KO!!
rab_130,"Adventures of Rocky and Bullwinkle and Friends, The (1.30)",rab_320,x,x,,KO!!
rab_320,"Adventures of Rocky and Bullwinkle and Friends, The (3.20)",,x,x,,OK
rackemup,"Rack 'Em Up",,x,,,OK
radcl_g1,"Radical! (LG-1 German)",radcl_l1,x,,,KO!!
radcl_l1,"Radical! (L-1)",,x,x,,OK
radcl_l1c,"Radical! (L-1C Competition MOD)",radcl_l1,,,,KO!!
radcl_p3,"Radical! (P-3 Prototype)",radcl_l1,x,,x,KO!!
raimfire,"Ready...Aim...Fire!",,x,,,OK
rally,"Rally",,,,,KO!!
rambo,"Rambo (Raven unofficial MOD)",raven,,,,KO!!
rapidfia,"Rapid Fire (Free Play)",rapidfir,,,,KO!!
rapidfir,"Rapid Fire",,,x,,OK
ratrc_l1,"Rat Race (L-1)",,,x,,KO!!
raven,"Raven",,x,x,x,OK
ravena,"Raven (rev. 1)",raven,,,,KO!!
ravenafp,"Raven (rev. 1 Free Play)",raven,,x,,KO!!
ravenfp,"Raven (Free Play)",raven,,x,,KO!!
raveng,"Raven (German)",raven,,,,KO!!
ravengfp,"Raven (German Free Play)",raven,,x,,KO!!
rct400,"RollerCoaster Tycoon (4.00)",rctycn,x,,,KO!!
rct400f,"RollerCoaster Tycoon (4.00 French)",rctycn,x,,,KO!!
rct400g,"RollerCoaster Tycoon (4.00 German)",rctycn,x,,,KO!!
rct400i,"RollerCoaster Tycoon (4.00 Italian)",rctycn,x,,,KO!!
rct400l,"RollerCoaster Tycoon (4.00 Spanish)",rctycn,x,,,KO!!
rct600,"RollerCoaster Tycoon (6.00)",rctycn,x,,,KO!!
rct600f,"RollerCoaster Tycoon (6.00 French)",rctycn,x,,,KO!!
rct600i,"RollerCoaster Tycoon (6.00 Italian)",rctycn,x,,,KO!!
rct600l,"RollerCoaster Tycoon (6.00 Spanish)",rctycn,x,,,KO!!
rct701,"RollerCoaster Tycoon (7.01)",rctycn,x,,,KO!!
rct701f,"RollerCoaster Tycoon (7.01 French)",rctycn,x,,,KO!!
rct701g,"RollerCoaster Tycoon (7.01 German)",rctycn,x,,,KO!!
rct701i,"RollerCoaster Tycoon (7.01 Italian)",rctycn,x,,,KO!!
rct701l,"RollerCoaster Tycoon (7.01 Spanish)",rctycn,x,,,KO!!
rctycn,"RollerCoaster Tycoon (7.02)",,x,,x,OK
rctycnf,"RollerCoaster Tycoon (7.02 French)",rctycn,x,,,KO!!
rctycng,"RollerCoaster Tycoon (7.02 German)",rctycn,x,,,KO!!
rctycni,"RollerCoaster Tycoon (7.02 Italian)",rctycn,x,,,KO!!
rctycnl,"RollerCoaster Tycoon (7.02 Spanish)",rctycn,x,,,KO!!
rdkng_l1,"Road Kings (L-1)",rdkng_l4,x,,,KO!!
rdkng_l2,"Road Kings (L-2)",rdkng_l4,x,,,KO!!
rdkng_l3,"Road Kings (L-3)",rdkng_l4,x,,,KO!!
rdkng_l4,"Road Kings (L-4)",,x,x,,OK
real,"Real",,,,,KO!!
redbaron,"Red Baron",,,,,KO!!
rescu911,"Rescue 911 (rev. 1)",,x,,x,OK
rflshdlx,"Royal Flush Deluxe (rev. 2)",,x,,,OK
rflshdlx1,"Royal Flush Deluxe (rev. 1)",rflshdlx,,,,KO!!
ridersrf,"Rider's Surf",,,,,KO!!
rio,"Rio",,,,,KO!!
rip300,"Ripley's Believe It or Not! (3.00)",ripleys,x,x,,KO!!
rip300f,"Ripley's Believe It or Not! (3.00 French)",ripleys,x,x,,KO!!
rip300g,"Ripley's Believe It or Not! (3.00 German)",ripleys,x,x,,KO!!
rip300i,"Ripley's Believe It or Not! (3.00 Italian)",ripleys,x,x,,KO!!
rip300l,"Ripley's Believe It or Not! (3.00 Spanish)",ripleys,x,x,,KO!!
rip301,"Ripley's Believe It or Not! (3.01)",ripleys,x,x,,KO!!
rip301f,"Ripley's Believe It or Not! (3.01 French)",ripleys,x,x,,KO!!
rip301g,"Ripley's Believe It or Not! (3.01 German)",ripleys,x,x,,KO!!
rip301i,"Ripley's Believe It or Not! (3.01 Italian)",ripleys,x,x,,KO!!
rip301l,"Ripley's Believe It or Not! (3.01 Spanish)",ripleys,x,x,,KO!!
rip302,"Ripley's Believe It or Not! (3.02)",ripleys,x,x,,KO!!
rip302f,"Ripley's Believe It or Not! (3.02 French)",ripleys,x,x,,KO!!
rip302g,"Ripley's Believe It or Not! (3.02 German)",ripleys,x,x,,KO!!
rip302i,"Ripley's Believe It or Not! (3.02 Italian)",ripleys,x,x,,KO!!
rip302l,"Ripley's Believe It or Not! (3.02 Spanish)",ripleys,x,x,,KO!!
rip310,"Ripley's Believe It or Not! (3.10)",ripleys,x,x,,KO!!
rip310f,"Ripley's Believe It or Not! (3.10 French)",ripleys,x,x,,KO!!
rip310g,"Ripley's Believe It or Not! (3.10 German)",ripleys,x,x,,KO!!
rip310i,"Ripley's Believe It or Not! (3.10 Italian)",ripleys,x,x,,KO!!
rip310l,"Ripley's Believe It or Not! (3.10 Spanish)",ripleys,x,x,,KO!!
ripleys,"Ripley's Believe It or Not! (3.20)",,x,x,,OK
ripleysf,"Ripley's Believe It or Not! (3.20 French)",ripleys,x,x,,KO!!
ripleysg,"Ripley's Believe It or Not! (3.20 German)",ripleys,x,x,,KO!!
ripleysi,"Ripley's Believe It or Not! (3.20 Italian)",ripleys,x,x,,KO!!
ripleysl,"Ripley's Believe It or Not! (3.20 Spanish)",ripleys,x,x,,KO!!
roadrunr,"Road Runner (Prototype)",,,,,KO!!
robo_a29,"Robocop (2.9)",robo_a34,x,x,,KO!!
robo_a30,"Robocop (3.0)",robo_a34,x,x,,KO!!
robo_a34,"Robocop (3.4)",,x,x,x,OK
robot,"Robot",,,x,,OK
robotf,"Robot (French Speech)",robot,,,,KO!!
robotffp,"Robot (French Speech, Free Play)",robot,,,,KO!!
robotfp,"Robot (Free Play)",robot,,,,KO!!
robotg,"Robot (German Speech)",robot,,,,KO!!
robotgfp,"Robot (German Speech, Free Play)",robot,,,,KO!!
roboti,"Robot (Italian Speech)",robot,,,,KO!!
robotifp,"Robot (Italian Speech, Free Play)",robot,,,,KO!!
robowarf,"Robo-War (French)",robowars,,,,KO!!
robowars,"Robo-War",,x,x,x,OK
robowffp,"Robo-War (French Free Play)",robowars,,x,,KO!!
robowrfp,"Robo-War (Free Play)",robowars,,x,,KO!!
rock,"Rock",,x,x,,OK
rock2500,"Rock 2500",,,,,KO!!
rock_efp,"Rock Encore (Free Play)",rock,,x,,KO!!
rock_eg,"Rock Encore (German)",rock,,,,KO!!
rock_enc,"Rock Encore",rock,x,x,x,KO!!
rockegfp,"Rock Encore (German Free Play)",rock,,x,,KO!!
rockfp,"Rock (Free Play)",rock,,x,,KO!!
rockg,"Rock (German)",rock,,,,KO!!
rockgfp,"Rock (German Free Play)",rock,,x,,KO!!
rocky,"Rocky",,x,,x,KO!!
rockyf,"Rocky (French Speech)",rocky,,,,KO!!
roldisco,"Roller Disco",,x,,,OK
rollr_d2,"Rollergames (AD-2 Prototype)",rollr_l2,,,,KO!!
rollr_e1,"Rollergames (PU-1 Prototype Europe)",rollr_l2,x,,,KO!!
rollr_ex,"Rollergames (EXPERIMENTAL)",rollr_l2,x,,,KO!!
rollr_f2,"Rollergames (LF-2 French)",rollr_l2,,,,KO!!
rollr_f3,"Rollergames (LF-3 French)",rollr_l2,,,,KO!!
rollr_g3,"Rollergames (LG-3 German)",rollr_l2,x,,x,KO!!
rollr_l1,"Rollergames (LA-1)",rollr_l2,,,,KO!!
rollr_l2,"Rollergames (LA-2)",,x,x,,OK
rollr_l2c,"Rollergames (LA-2C Competition MOD)",rollr_l2,,,,KO!!
rollr_l3,"Rollergames (LU-3 Europe)",rollr_l2,x,,x,KO!!
rollr_p2,"Rollergames (PA-2 Prototype, PA-1 Sound)",rollr_l2,x,,,KO!!
rollstob,"Rolling Stones (7-digit conversion)",rollston,x,x,,OK
rollston,"Rolling Stones",,x,x,,KO!!
rota_101,"Rotation VIII (1.01)",rotation,,,,KO!!
rota_115,"Rotation VIII (1.15)",rotation,,,,KO!!
rotation,"Rotation VIII (1.17)",,,,,KO!!
royclark,"Roy Clark - The Entertainer",,,,,KO!!
rs_da4,"Red and Ted's Road Show (DA-4 LED Ghost Fix)",rs_l6,,,,KO!!
rs_da5,"Red and Ted's Road Show (DA-5 LED Ghost Fix)",rs_l6,,,,KO!!
rs_dx2,"Red and Ted's Road Show (DX-2 LED Ghost Fix)",rs_l6,,,,KO!!
rs_dx3,"Red and Ted's Road Show (DX-3 LED Ghost Fix)",rs_l6,,,,KO!!
rs_dx4,"Red and Ted's Road Show (DX-4 LED Ghost Fix)",rs_l6,,,,KO!!
rs_dx5,"Red and Ted's Road Show (DX-5 LED Ghost Fix)",rs_l6,,,,KO!!
rs_l6,"Red and Ted's Road Show (L-6)",,x,x,x,OK
rs_l6c,"Red and Ted's Road Show (L-6C Competition MOD)",rs_l6,,x,,KO!!
rs_la4,"Red and Ted's Road Show (LA-4)",rs_l6,x,,,KO!!
rs_la5,"Red and Ted's Road Show (LA-5)",rs_l6,x,,,KO!!
rs_lx2,"Red and Ted's Road Show (LX-2)",rs_l6,x,,,KO!!
rs_lx3,"Red and Ted's Road Show (LX-3)",rs_l6,x,,,KO!!
rs_lx4,"Red and Ted's Road Show (LX-4)",rs_l6,x,,,KO!!
rs_lx5,"Red and Ted's Road Show (LX-5)",rs_l6,x,,,KO!!
rs_pa2,"Red and Ted's Road Show (PA-2 Prototype)",rs_l6,,,,KO!!
rsn_100h,"Rolling Stones, The Limited Edition (V1.0)",rsn_110h,,,,KO!!
rsn_103,"Rolling Stones, The (V1.03)",rsn_110h,,,,KO!!
rsn_105,"Rolling Stones, The (V1.05)",rsn_110h,,,,KO!!
rsn_110,"Rolling Stones, The (V1.1)",rsn_110h,x,,,KO!!
rsn_110h,"Rolling Stones, The Limited Edition (V1.1)",,x,,x,OK
rush_10,"Rush (1.0)",,,,,KO!!
rvrbt_l3,"Riverboat Gambler (L-3)",,x,x,,OK
rvrbt_p7,"Riverboat Gambler (PA-7 Prototype)",rvrbt_l3,,,,KO!!
s80btest,"System 80B Test Fixture",,,,,KO!!
s80tst,"System 80 Test Fixture",,,,,KO!!
sahalove,"Sahara Love",,,,,KO!!
sam1_flashb_0102,"S.A.M. System Flash Boot (V1.02)",sam1_flashb_0310,,,,KO!!
sam1_flashb_0106,"S.A.M. System Flash Boot (V1.06)",sam1_flashb_0310,,,,KO!!
sam1_flashb_0210,"S.A.M. System Flash Boot (V2.10)",sam1_flashb_0310,,,,KO!!
sam1_flashb_0230,"S.A.M. System Flash Boot (V2.3)",sam1_flashb_0310,,,,KO!!
sam1_flashb_0310,"S.A.M. Boot Flash Update (V3.1)",,,,,KO!!
sam_iii,"S.A.M. III Board Tester (on-board)",,,,,KO!!
sam_iv,"S.A.M. IV Board Tester (external)",sam_iii,,,,KO!!
saturn2,"Saturn 2",spyhuntr,,,,KO!!
saturnfp,"Saturn 2 (Free Play)",spyhuntr,,,,KO!!
sc_091,"Safe Cracker (0.91 Prototype / S1.0)",sc_18s11,x,x,,OK
sc_10,"Safe Cracker (1.0 / S1.0)",sc_18s11,,,,KO!!
sc_14,"Safe Cracker (1.4 / S1.0)",sc_18s11,x,,,KO!!
sc_17,"Safe Cracker (1.7 / S1.0)",sc_18s11,x,,,KO!!
sc_17n,"Safe Cracker (1.7 No Percentaging / S1.0)",sc_18s11,x,,,KO!!
sc_18n11,"Safe Cracker (1.8 No Percentaging / S1.1)",sc_18s11,,,,OK
sc_18ns2,"Safe Cracker (1.8 No Percentaging / S2.4 German)",sc_18s11,,,,KO!!
sc_18pfx,"Safe Cracker (1.8 Pinball FX / S1.0)",sc_18s11,,x,,KO!!
sc_18s11,"Safe Cracker (1.8 / S1.1)",,,x,,OK
sc_18s2,"Safe Cracker (1.8 / S2.4 German)",sc_18s11,x,x,,KO!!
scarn103,"Simpsons Kooky Carnival, The (Redemption) (V1.03)",scarn200,,,,KO!!
scarn105,"Simpsons Kooky Carnival, The (Redemption) (V1.05)",scarn200,,,,KO!!
scarn200,"Simpsons Kooky Carnival, The (Redemption) (V2.0)",,,,,OK
scarn9nj,"Simpsons Kooky Carnival, The (Redemption) (V0.90 New Jersey)",scarn200,,,,KO!!
scotest8,"Scott's Test ROM (version 8)",,,,,KO!!
scram_tp,"Scramble",,,,,KO!!
scrpn_l1,"Scorpion (L-1)",,x,x,x,OK
scrpn_l1ff,"Scorpion (L-1 Free Play Fix)",scrpn_l1,,x,,KO!!
scrpn_t1,"Scorpion (T-1 Ted Estes)",scrpn_l1,x,x,,KO!!
scrpn_t1ff,"Scorpion (T-1 Ted Estes, Free Play Fix)",scrpn_l1,,x,,KO!!
scrzy_l1,"Still Crazy (L-1)",,,,,KO!!
seawitch,"Seawitch",,x,x,,OK
seawitcha,"Seawitch (MOD rev. 5)",seawitch,,,,KO!!
seawitchb,"Seawitch (MOD rev. 6)",seawitch,,,,KO!!
seawitchc,"Seawitch (MOD rev. 7)",seawitch,,,,KO!!
seawitchd,"Seawitch (MOD rev. 8)",seawitch,,,,KO!!
seawitche,"Seawitch (MOD rev. 9)",seawitch,,,,KO!!
seawitchf,"Seawitch (MOD rev. 9.3)",seawitch,,,,KO!!
seawitfp,"Seawitch (Free Play)",seawitch,x,,,OK
sexygirl,"Sexy Girl",playboy,,x,,KO!!
sf_d1,"Slugfest (D-1 LED Ghost Fix)",sf_l1,,,,KO!!
sf_l1,"Slugfest (L-1)",,,,,KO!!
sfight2,"Street Fighter II",,x,,x,OK
sfight2a,"Street Fighter II (rev. 1)",sfight2,x,,,OK
sfight2b,"Street Fighter II (rev. 2)",sfight2,x,,,KO!!
shaqatt2,"Shaq Attaq (rev. 2)",shaqattq,x,,,OK
shaqattq,"Shaq Attaq (rev. 5)",,x,,x,OK
shark,"Shark",,,,,KO!!
sharkt,"Shark (Taito)",,,,,KO!!
shfin_l1,"Shuffle Inn (Shuffle) (L-1)",,,,,OK
shock,"Shock",,,,,KO!!
shr_130,"Shrek (V1.3)",shr_141,x,,,KO!!
shr_141,"Shrek (V1.41)",,x,,,OK
shrky207,"Sharkey's Shootout (2.07)",shrkysht,x,,,KO!!
shrky_fr,"Sharkey's Shootout (2.11 French)",shrkysht,x,,,KO!!
shrky_gr,"Sharkey's Shootout (2.11 German)",shrkysht,x,,,KO!!
shrky_it,"Sharkey's Shootout (2.11 Italian)",shrkysht,x,,,KO!!
shrkysht,"Sharkey's Shootout (2.11)",,x,,x,OK
silvslug,"Silver Slugger",,x,x,x,OK
simp204,"Simpsons Pinball Party, The (2.04)",simpprty,x,,,KO!!
simp204f,"Simpsons Pinball Party, The (2.04 French)",simpprty,x,,,KO!!
simp204i,"Simpsons Pinball Party, The (2.04 Italian)",simpprty,x,,,KO!!
simp204l,"Simpsons Pinball Party, The (2.04 Spanish)",simpprty,x,,,KO!!
simp300,"Simpsons Pinball Party, The (3.00)",simpprty,x,x,,KO!!
simp300f,"Simpsons Pinball Party, The (3.00 French)",simpprty,x,x,,KO!!
simp300i,"Simpsons Pinball Party, The (3.00 Italian)",simpprty,x,x,,KO!!
simp300l,"Simpsons Pinball Party, The (3.00 Spanish)",simpprty,x,x,,KO!!
simp400,"Simpsons Pinball Party, The (4.00)",simpprty,x,x,,KO!!
simp400f,"Simpsons Pinball Party, The (4.00 French)",simpprty,x,x,,KO!!
simp400g,"Simpsons Pinball Party, The (4.00 German)",simpprty,x,x,,KO!!
simp400i,"Simpsons Pinball Party, The (4.00 Italian)",simpprty,x,x,,KO!!
simp400l,"Simpsons Pinball Party, The (4.00 Spanish)",simpprty,x,x,,KO!!
simp_a20,"Simpsons, The (2.0)",simp_a27,x,x,,KO!!
simp_a27,"Simpsons, The (2.7)",,x,x,x,OK
simpprtf,"Simpsons Pinball Party, The (5.00 French)",simpprty,x,x,,KO!!
simpprtg,"Simpsons Pinball Party, The (5.00 German)",simpprty,x,x,,KO!!
simpprti,"Simpsons Pinball Party, The (5.00 Italian)",simpprty,x,x,,KO!!
simpprtl,"Simpsons Pinball Party, The (5.00 Spanish)",simpprty,x,x,,KO!!
simpprty,"Simpsons Pinball Party, The (5.00)",,x,x,x,OK
sinbad,"Sinbad",,x,,,OK
sinbadn,"Sinbad (Norway)",sinbad,x,,,OK
skatebla,"Skateball (Free Play)",skatebll,x,x,,KO!!
skateblb,"Skateball (Improved attract mode, Free Play rev. 3)",skatebll,x,x,,KO!!
skatebll,"Skateball",,x,x,,OK
skatebrd,"Skate Board",,,,,KO!!
skflight,"Skill Flight",,,,,KO!!
skijump,"Ski Jump",,,,,KO!!
sklflite,"Skill Flight (Playmatic)",,,,,KO!!
slalom03,"Slalom Code 0.3",,,,,KO!!
slbmania,"Silverball Mania",,x,x,,OK
slbmanib,"Silverball Mania (7-digit conversion)",slbmania,x,x,,OK
slbmanic,"Silverball Mania (Horseshoe Spot MOD rev. 13)",slbmania,,x,,KO!!
slbmanid,"Silverball Mania (Horseshoe No Spotting MOD rev. 13)",slbmania,,x,,KO!!
sleicpin,"Sleic Pin-Ball",,,,,KO!!
sman_102af,"Spider-Man (V1.02 English, French)",sman_261,,,,KO!!
sman_130af,"Spider-Man (V1.30 English, French)",sman_261,,,,KO!!
sman_130ai,"Spider-Man (V1.30 English, Italian)",sman_261,,,,KO!!
sman_130al,"Spider-Man (V1.30 English, Spanish)",sman_261,,,,KO!!
sman_130gf,"Spider-Man (V1.30 German, French)",sman_261,,,,KO!!
sman_132,"Spider-Man (V1.32)",sman_261,,,,KO!!
sman_140,"Spider-Man (V1.4)",sman_261,,,,KO!!
sman_140af,"Spider-Man (V1.4 English, French)",sman_261,,,,KO!!
sman_140ai,"Spider-Man (V1.4 English, Italian)",sman_261,,,,KO!!
sman_140al,"Spider-Man (V1.4 English, Spanish)",sman_261,,,,KO!!
sman_140gf,"Spider-Man (V1.4 German, French)",sman_261,,,,KO!!
sman_142,"Spider-Man (V1.42 BETA)",sman_261,,,,KO!!
